tableName,fieldName,type,isRequired,primaryKey,emptyIsNa
likelihood_profile,x_1_168579,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_173189,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_177799,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_182409,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_187018,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_191628,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_196238,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_200848,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_205457,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_210067,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_214677,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_219287,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_223897,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_228506,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_233116,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_237726,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_242336,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_246945,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_251555,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_256165,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_260775,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_265385,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_269994,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_274604,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_279214,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_283824,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_288434,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_293043,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_297653,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_302263,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_306873,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_311482,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_316092,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_320702,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_325312,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_329922,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_334531,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_339141,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_343751,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_348361,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_352970,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_357580,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_362190,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_366800,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_371410,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_376019,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_380629,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_385239,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_389849,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_394458,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_399068,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_403678,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_408288,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_412898,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_417507,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_422117,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_426727,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_431337,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_435946,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_440556,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_445166,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_449776,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_454386,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_458995,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_463605,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_468215,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_472825,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_477434,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_482044,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_486654,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_491264,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_495874,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_500483,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_505093,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_509703,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_514313,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_518922,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_523532,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_528142,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_532752,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_537362,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_541971,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_546581,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_551191,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_555801,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_560411,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_565020,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_569630,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_574240,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_578850,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_583459,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_588069,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_592679,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_597289,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_601899,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_606508,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_611118,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_615728,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_620338,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_624947,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_629557,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_634167,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_638777,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_643387,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_647996,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_652606,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_657216,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_661826,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_666435,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_671045,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_675655,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_680265,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_684875,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_689484,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_694094,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_698704,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_703314,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_707923,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_712533,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_717143,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_721753,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_726363,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_730972,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_735582,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_740192,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_744802,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_749411,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_754021,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_758631,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_763241,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_767851,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_772460,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_777070,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_781680,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_786290,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_790900,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_795509,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_800119,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_804729,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_809339,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_813948,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_818558,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_823168,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_827778,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_832388,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_836997,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_841607,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_846217,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_850827,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_855436,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_860046,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_864656,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_869266,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_873876,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_878485,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_883095,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_887705,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_892315,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_896924,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_901534,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_906144,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_910754,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_915364,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_919973,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_924583,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_929193,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_933803,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_938412,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_943022,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_947632,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_952242,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_956852,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_961461,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_966071,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_970681,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_975291,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_979900,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_984510,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_989120,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_993730,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_998340,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_002949,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_007559,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_012169,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_016779,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_021389,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_025998,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_030608,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_035218,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_039828,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_044437,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_049047,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_053657,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_058267,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_062877,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_067486,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_072096,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_076706,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_081316,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_085925,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_090535,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_095145,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_099755,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_104365,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_108974,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_113584,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_118194,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_122804,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_127413,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_132023,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_136633,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_141243,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_145853,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_150462,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_155072,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_159682,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_164292,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_168901,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_173511,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_178121,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_182731,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_187341,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_191950,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_196560,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_201170,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_205780,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_210389,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_214999,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_219609,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_224219,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_228829,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_233438,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_238048,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_242658,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_247268,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_251878,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_256487,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_261097,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_265707,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_270317,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_274926,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_279536,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_284146,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_288756,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_293366,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_297975,NUMERIC,Yes,No,Yes
likelihood_profile,x_2_302585,NUMERIC,Yes,No,Yes
likelihood_profile,target_id,INTEGER,Yes,Yes,Yes
likelihood_profile,comparator_id,INTEGER,Yes,Yes,Yes
likelihood_profile,outcome_id,INTEGER,Yes,Yes,Yes
likelihood_profile,analysis_id,INTEGER,Yes,Yes,Yes
likelihood_profile,database_id,VARCHAR(255),Yes,Yes,Yes
negative_control_outcome,outcome_id,INTEGER,Yes,Yes,Yes
negative_control_outcome,outcome_name,VARCHAR(255),Yes,No,Yes
outcome_of_interest,outcome_id,INTEGER,Yes,Yes,Yes
outcome_of_interest,outcome_name,VARCHAR(255),Yes,No,Yes
outcome_of_interest,definition,TEXT,No,No,Yes
preference_score_dist,database_id,VARCHAR(255),Yes,Yes,Yes
preference_score_dist,target_id,INTEGER,Yes,Yes,Yes
preference_score_dist,comparator_id,INTEGER,Yes,Yes,Yes
preference_score_dist,analysis_id,INTEGER,Yes,Yes,Yes
preference_score_dist,preference_score,NUMERIC,Yes,Yes,Yes
preference_score_dist,target_density,NUMERIC,Yes,No,Yes
preference_score_dist,comparator_density,NUMERIC,Yes,No,Yes
propensity_model,database_id,VARCHAR(255),Yes,Yes,Yes
propensity_model,target_id,INTEGER,Yes,Yes,Yes
propensity_model,comparator_id,INTEGER,Yes,Yes,Yes
propensity_model,analysis_id,INTEGER,Yes,Yes,Yes
propensity_model,covariate_id,BIGINT,Yes,Yes,Yes
propensity_model,coefficient,NUMERIC,Yes,No,Yes
